"STATION","DATE","EMXP"
"USC00338609","2018-09","16.5"
"USC00338609","2018-10","26.7"
"USC00338609","2018-11","42.2"
"USC00338609","2018-12","15.2"
"USC00338609","2019-01","40.6"
"USC00338609","2019-02","19.8"
"USC00338609","2019-03","21.8"
"USC00338609","2019-04","51.1"
"USC00338609","2019-05","90.2"
"USC00338609","2019-06","14.0"
"USC00338609","2019-07","53.3"
"USC00338609","2019-08","30.5"
"USC00338609","2019-09","15.2"
"USC00338609","2019-10","30.5"
"USC00338609","2019-11","14.0"
"USC00338609","2019-12","17.0"
"USC00338609","2020-01","28.4"
"USC00338609","2020-02","16.0"
"USC00338609","2020-03","21.3"
"USC00338609","2020-04","12.2"
"USC00338609","2020-05","52.1"
"USC00338609","2020-06","12.2"
"USC00338609","2020-07","47.5"
"USC00338609","2020-08","26.9"
"USC00338609","2020-09","100.3"
"USC00338609","2020-10","41.1"
"USC00338609","2020-11","20.3"
"USC00338609","2020-12","9.1"
"USC00338609","2021-01","16.0"
"USC00338609","2021-02","16.8"
"USC00338609","2021-03","39.4"
"USC00338609","2021-04","32.5"
"USC00338609","2021-05","33.0"
"USC00338609","2021-06","17.8"
"USC00338609","2021-07","50.8"
"USC00338609","2021-08","11.9"
"USC00338609","2021-09","65.8"
"USC00338609","2021-10","41.1"
"USC00338609","2021-11","6.9"
"USC00338609","2021-12","14.0"
"USC00338609","2022-01","20.3"
"USC00338609","2022-02","24.6"
"USC00338609","2022-03","30.0"
"USC00338609","2022-04","14.2"
"USC00338609","2022-05","35.6"
"USC00338609","2022-06","81.3"
"USC00338609","2022-07","45.2"
"USC00338609","2022-08","17.8"
"USC00338609","2022-09","62.5"
"USC00338609","2022-10","8.6"
"USC00338609","2022-11","14.0"
"USC00338609","2022-12","23.6"
"USC00338609","2023-01","16.5"
"USC00338609","2023-02","35.1"
"USC00338609","2023-03","36.1"
"USC00338609","2023-04","21.1"
